technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Lithium,0.96,"Primary energy storage element in lithium-ion batteries, essential for their electrochemical function with no viable substitutes at commercial scale.",280520,CHILE,METRIC TONS,44000.0,24.44,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Lithium,0.96,"Primary energy storage element in lithium-ion batteries, essential for their electrochemical function with no viable substitutes at commercial scale.",280520,CHINA,METRIC TONS,33000.0,18.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Lithium,0.96,"Primary energy storage element in lithium-ion batteries, essential for their electrochemical function with no viable substitutes at commercial scale.",280520,ARGENTINA,METRIC TONS,9600.0,5.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Lithium,0.96,"Primary energy storage element in lithium-ion batteries, essential for their electrochemical function with no viable substitutes at commercial scale.",280520,BRAZIL,METRIC TONS,4900.0,2.72,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Graphite,0.93,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion cells.",380110,CHINA,METRIC TONS,1230000.0,76.88,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Graphite,0.93,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion cells.",380110,MADAGASCAR,METRIC TONS,100000.0,6.25,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Graphite,0.93,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion cells.",380110,MOZAMBIQUE,METRIC TONS,96000.0,6.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Graphite,0.93,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion cells.",380110,BRAZIL,METRIC TONS,73000.0,4.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Graphite,0.93,"Anode material critical for lithium intercalation, universally used in commercial lithium-ion cells.",380110,"KOREA, REPUBLIC OF",METRIC TONS,27000.0,1.69,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Cobalt,0.85,"Cathode component contributing to energy density and stability, common in many lithium-ion chemistries though some cobalt-free variants exist.",810510,CONGO,METRIC TONS,170000.0,73.91,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Cobalt,0.85,"Cathode component contributing to energy density and stability, common in many lithium-ion chemistries though some cobalt-free variants exist.",810510,INDONESIA,METRIC TONS,17000.0,7.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Cobalt,0.85,"Cathode component contributing to energy density and stability, common in many lithium-ion chemistries though some cobalt-free variants exist.",810510,RUSSIA,METRIC TONS,8800.0,3.83,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Cobalt,0.85,"Cathode component contributing to energy density and stability, common in many lithium-ion chemistries though some cobalt-free variants exist.",810510,OTHER,METRIC TONS,6600.0,2.87,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Cobalt,0.85,"Cathode component contributing to energy density and stability, common in many lithium-ion chemistries though some cobalt-free variants exist.",810510,AUSTRALIA,METRIC TONS,4600.0,2.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Nickel,0.8,Cathode material providing high energy density in lithium-ion batteries; commonly used but sometimes partially substituted.,750110,INDONESIA,METRIC TONS,1800000.0,50.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Nickel,0.8,Cathode material providing high energy density in lithium-ion batteries; commonly used but sometimes partially substituted.,750110,PHILIPPINES,METRIC TONS,400000.0,11.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Nickel,0.8,Cathode material providing high energy density in lithium-ion batteries; commonly used but sometimes partially substituted.,750110,OTHER,METRIC TONS,380000.0,10.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Nickel,0.8,Cathode material providing high energy density in lithium-ion batteries; commonly used but sometimes partially substituted.,750110,NEW CALEDONIA,METRIC TONS,230000.0,6.39,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Nickel,0.8,Cathode material providing high energy density in lithium-ion batteries; commonly used but sometimes partially substituted.,750110,RUSSIA,METRIC TONS,200000.0,5.56,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Aluminum,0.9,Used in cathode current collectors and as casing material within cells; industry standard.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Aluminum,0.9,Used in cathode current collectors and as casing material within cells; industry standard.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Aluminum,0.9,Used in cathode current collectors and as casing material within cells; industry standard.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Electric Vehicle Battery,Lithium-ion Battery Module,0.98,"These are the fundamental energy storage components, universally present as the primary element of all EV battery packs.",Aluminum,0.9,Used in cathode current collectors and as casing material within cells; industry standard.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
